TA101 0,042 	A entspricht A 42⋅10-3 A. 
TL210 Sie möchten den Personenschutz-Sicher-heitsabstand für die Antenne Ihrer Amateur-funkstelle für das 10-m-Band und die Be-triebsart FM berechnen. Der Grenzwert im Fall des Personenschutzes beträgt 28 V/m. Sie betreiben eine Yagi-Antenne mit einem Gewinn von 7,5 dBd. Die Antenne wird von einem Sender mit einer Leistung von 100 W über ein langes Koaxialkabel gespeist. Die Kabeldämpfung beträgt 1,5 dB. Wie groß muss der Sicherheitsabstand sein? 	A 5,01 m 
TL211 Sie möchten den Personenschutz-Sicher-heitsabstand für die Antenne Ihrer Amateur-funkstelle in Hauptstrahlrichtung für das 2-m-Band und die Betriebsart FM berechnen. Der Grenzwert im Fall des Personenschut-zes beträgt 28 V/m. Sie betreiben eine Yagi-Antenne mit einem Gewinn von 11,5 dBd. Die Antenne wird von einem Sender mit einer Leistung von 75 W über ein Koaxialka-bel gespeist. Die Kabeldämpfung beträgt 1,5 dB. Wie groß muss der Sicherheitsab-stand sein? 	A 6,86 m 
TL212 Sie errechnen einen Sicherheitsabstand für Ihre Antenne. Von welchem Punkt aus muss dieser Sicherheitsabstand eingehalten wer-den, wenn Sie bei der Berechnung die Fern-feldnäherung verwendet haben? 	A Von jedem Punkt der Antenne 
TL213 Mit welcher Ausgangsleistung rechnen Sie im Fall des Personenschutzes, um den Si-cherheitsabstand zu ermitteln? 	A Mit dem Mittelwert der Ausgangsleistung gemit-telt über ein Intervall von 6 Minuten. 
TL214 Herzschrittmacher können auch durch die Aussendung einer Amateurfunkstelle beein-flusst werden. Gibt es einen zeitlichen Grenzwert für die Einwirkdauer? 	A Nein, die Feldstärke beeinflusst unmittelbar, also zeitunabhängig. 
TL301 Unter welchen Bedingungen darf das Stand-rohr einer Amateurfunkantenne auf einem Gebäude mit einer vorhandenen Blitzschutz-anlage verbunden werden? 	A Wenn die vorhandene Blitzschutzanlage fach-gerecht aufgebaut ist und das Standrohr mit ihr auf dem kürzesten Wege verbunden werden kann. 
TL302 Welches Material und welcher Mindestquer-schnitt ist bei einer Erdungsleitung zwi-schen einem Antennenstandrohr und einer Erdungsanlage nach DIN VDE 0855 Teil 300 für Funksender bis 1 kW zu verwenden? 	A Als geeigneter Erdungsleiter gilt ein Einzelmas-sivdraht mit einem Mindestquerschnitt von 16 mm2 Kupfer, isoliert oder blank, oder 25 mm2 Aluminium isoliert oder 50 mm2 Stahl. 
TL303 Unter welchen Bedingungen darf ein Fun-damenterder als Blitzschutzerder verwendet werden? 	A Jeder ordnungsgemäß verlegte Fundamenter-der kann verwendet werden, sofern alle Blitz-schutzleitungen bis zur Potentialausgleichs-schiene getrennt geführt werden. 
TL304 Welche Sicherheitsmaßnahmen müssen zum Schutz gegen atmosphärische Über-spannungen und zur Verhinderung von Spannungsunterschieden bei Koaxialkabel-Niederführungen ergriffen werden? 	A Die Außenleiter (Abschirmung) aller Koaxialka-bel-Niederführungen müssen über einen Poten-tialausgleichsleiter normgerecht mit Erde ver-bunden werden. 
TL305 Welche der Antworten 	A bis D enthält die heutzutage normgerechten Adern-Kennfarben von 3-adrigen, isolierten Ener-gieleitungen und -kabeln in der Abfolge: Schutzleiter, Außenleiter, Neutralleiter? A grüngelb, braun, blau 
TL306 Damit die Zulassung eines Kraftfahrzeugs nicht ungültig wird, sind vor dem Einbau einer mobilen Sende-/Empfangseinrichtung grundsätzlich 	A die Anweisungen des Kfz-Herstellers zu beach-ten. 
TL307 Wo sollte aus funktechnischer Sicht eine mobile VHF-Antenne an einem PKW vor-zugsweise installiert werden? 	A Auf der Mitte des Daches. 
TL308 Um ein Zusammenwirken mit der Elektronik des Kraftfahrzeugs zu verhindern, sollte das Antennenkabel 	A möglichst weit von der Fahrzeugverkabelung entfernt verlegt werden. 
